Timestamp,Initials,Article,Volume,Issue,Page,Title and Subtitle,Artist/Photographer,Engraving Company,Type,Size,Orientation,Location on Page,Identity Groups pictured and named (or can be deduced),People pictured and named (or can be deduced),Groups/Organizations/Entities pictured and named (or can be deduced),Places pictured and named (or can be deduced),Activities pictured and named (or can be deduced),Flora and Fauna pictured and named (or can be deduced),Commodities pictured and named (or can be deduced),Technology/Transportation/Infrastructure/Built Environment pictured and named (or can be deduced),Natural Environment/Climate pictured and named (or can be deduced),Themes,3-4 Main Elements,Description,Additional Notes,Further Research Required?,Required Research Notes
9/15/2013 18:01:46,JH,The Prince of Impostors,8,3,108,"La Baronia de Arizonac or ""Peralta Grant"" pictured in the territories of Arizona and New Mexico; The Modest Extent of Reavis's Claim. 12,500,000 acres in New Mexico and Arizona: more land than New Hampshire and Massachusetts put together.",n/a,n/a,drawing; map,,not rotate,5; 6,n/a,[James Addison] Reavis,n/a,Arizona; New Mexico; New Hampshire; Massachusetts,n/a,n/a,n/a,n/a,n/a,Historicizing; Corruption; ,Historicizing; Corruption; Reavis,This map illustrates the false claims to large amounts of land in New Mexico and Arizona made by James Addison Reavis.,n/a,No,
9/15/2013 18:05:46,JH,The Prince of Impostors,8,3,109,James Addison Reavis. In the penitentiary at Santa Fe [Made especially for this magazine. The first photograph of the famous claimant ever published.],n/a,n/a,photograph,,not rotate,3; 4,man; prisoner,James Addison Reavis,n/a,Santa Fe,n/a,n/a,n/a,penitentiary,n/a,Corruption; ,Corruption; James Addison Reavis; penitentiary,"This photograph is a portrait of James Addison Reavis as an inmate at a penitentiary at Santa Fe. The caption informs the reader that this photograph was made especially for Land of Sunshine, and that this is the first photograph of Reavis ever published.",n/a,No,
9/15/2013 18:07:18,JH,The Prince of Impostors,8,3,110,"""The First Baron at 100 Years""",n/a,n/a,drawing,,not rotate,2; 4,man; baron,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kinship; Historicizing,Kinship; Historicizing; Reavis,"This image is a portrait of ""the first baron at 100 years,"" presumably a manufactured ancestor of James Addison Reavis.",n/a,No,
9/15/2013 18:25:59,JH,The Prince of Impostors,8,3,110,"""The Third Baroness of Arizona."" ""Da Sofia Loreto Micaela de Peraltareavis, nee Maso y Silva de Peralta de la Cordoba."" --Alias, Reavis's half-breed wife.",n/a,n/a,photograph,,not rotate,3; 5,woman; half-breed; wife,Da Sofia Micaela de Peraltareavis,n/a,Arizona,n/a,n/a,n/a,n/a,n/a,Race and Ethnicity; Historicizing; US Regionalism--Southwest; Kinship,Race and Ethnicity; Historicizing; US Regionalism--Southwest; James Addison Reavis,"This photograph is a portrait of James Addison Reavis's wife, described as a ""half-breed"" in the caption.",n/a,No,
9/21/2013 15:36:45,JH,The Prince of Impostors,8,3,February 1898,"Reavis's Twin Sons. These beautiful little boys were a feature of the trial of Reavis, and made great sympathy for his claim.","Curran, Santa Fe",Mausard-Collier Eng. Co.,photograph,,not rotate,1; 2,children; European American; sons,Reavis,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Age--childhood; Justice,Age--childhood; Justice; Reavis,This photograph depicts the twin sons of James Addison Reavis. The photograph appears to have been taken in a studio.,n/a,No,
9/21/2013 15:43:06,JH,The Prince of Impostors,8,3,111,"Another Custom-Made Ancestor. Da Sofia Laura Micaela, at 25 (Died aged 30, giving birth to twins, the ""Third Baroness"" and her brother) The manufactured mother of Mr. Reavis.",n/a,n/a,painting,,not rotate,4,woman; Peoples--Hispanic,Da Sofia Laura Micaela,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Gender--femininity; Childrearing; Kinship; Corruption,Reavis; Childrearing; Kinship; Corruption,"This painting is a portrait of Da Sofia Laura Micaela, one of many manufactured ancestors of James Addison Reavis. Micaela reportedly died giving birth to Reavis and his twin sister.",n/a,No,
9/21/2013 15:51:18,JH,The Prince of Impostors,8,3,111,"Mrs. Reavis and the ""Barony."" (The arch conspirator even ""found"" an old map of the Feratta grant carved on a rock near the center of this mysterious domain; and had it and the ""Third Baroness"" photographed in conjunction.)",n/a,n/a,photograph,,not rotate,3; 5,European American; woman,Mrs. Reavis,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kinship--marriage; Kinship--ancestry; Corruption,Kinship--marriage; Kinship--ancestry; Corruption; Reavis,This photograph depicts Mrs. Reavis posing in front of a map of the Feratta grant land carved on rock. The image is intended to shore up Reavis' claims to the land.,n/a,No,
9/21/2013 15:56:14,JH,The Prince of Impostors,8,3,112,"""Da. Juana Laura Ybarra, Second Baroness, at 20 years.""",n/a,n/a,painting,,not rotate,3; 5,women; baroness,Da. Juana Laura Ybarra,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kinship--ancestry; Peoples--Hispanic; ,Kinship--ancestry; Peoples--Hispanic; Reavis,"This painting is a portrait of Da. Juana Laura Ybarra, a manufactured ancestor of James Addison Reavis, at 20 years of age.",n/a,No,
9/21/2013 18:19:11,JH,The Prince of Impostors,8,3,113,"One of the Forger's Footprints. A page from the book alleged to contain the probate of the will of the First Baron of Arizona. It is all a genuine original except the page-number at the top and the catch-word ""Lo"" at the bottom. Reavis stole it from some proper document and fitted it into his wonderful fabric of fraud.",n/a,n/a,document,,not rotate,1; 2; 3; 4; 5; 6,n/a,Reavis,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Corruption; Ownership,Corruption; Ownership; Reavis,This image is a reproduction of a document forged by James Addison Reavis.,n/a,No,
9/21/2013 18:23:27,JH,The Prince of Impostors,8,3,114,,The two first pages of the parchment book of royal cedulas of Spain. The authenticity of this book depends on the signature of the royal notary at the end: and this signature Mr. Tipton proved a forgery. See the March number.,n/a,document,,rotate,1; 2; 3; 4; 5; 6,Peoples--Hispanic,n/a,Spain,Spain,n/a,n/a,n/a,n/a,n/a,Historicizing; Corruption; Language--Spanish,Corruption; Language--Spanish; Reavis,This image is a reproduction of a Spanish document forged by Reavis.,n/a,No,
9/21/2013 18:26:51,JH,The Prince of Impostors,8,3,117,A leaf from Reavis's book of royal cedulas of Spain. This whole page is a forgery. It was interpolated by Reavis in place of a genuine leaf which he had skilfully removed.,n/a,n/a,document,,not rotate,1; 2; 3; 4; 5; 6,Reavis,n/a,n/a,n/a,n/a,n/a,cedula,n/a,n/a,Corruption; Historicizing; Language--Spanish,Corruption; Historicizing; Language--Spanish; Reavis,This image is a reproduction of an official Spanish document forged by Reavis.,n/a,No,
9/21/2013 18:29:59,JH,A Shetland Ranch,8,3,119,"""Zip.""",n/a,n/a,photograph,,not rotate,3; 4,n/a,n/a,n/a,n/a,n/a,shetland pony,n/a,barn; ranch,trees,Cultivation--animal husbandry,Cultivation--animal husbandry; Shetland,This image is a photograph of a Shetland pony named Zip. Another pony appears in the background in addition to a barn and trees.,n/a,No,
9/21/2013 18:35:21,JH,The Prince of Impostors,8,3,119,Shetlands at Dos Pueblos,n/a,Mausard-Collier Eng. Co.,photograph,,not rotate,5; 6,n/a,n/a,n/a,Dos Pueblos,horseback riding,Shetland ponies,n/a,n/a,beach,Leisure; Cultivation--animal husbandry; ,Leisure; Cultivation--animal husbandry; Shetland ponies,This photograph depicts four individuals riding Shetland ponies at Dos Pueblos.,n/a,No,
9/22/2013 18:21:22,JH,A Shetland Ranch,8,3,119,Dos Pueblos Rancho and Ca�on,Rea.,Mausard-Collier Eng. Co.,photograph,,not rotate,1; 2; 3; 4; 5; 6,European Americans; men; women,n/a,n/a,Dos Pueblos Rancho and Ca�on,horseback riding,trees; grass; shetland ponies,n/a,rancho,ca�on; trees; mountains,Cultivation--animal husbandry; Location profile,Cultivation--animal husbandry; location profile; shetland ponies,Three photographs comprise this image. The first photograph depicts four shetland ponies. The second depicts Dos Pueblos Rancho. The third depicts three individuals riding two shetland ponies.,n/a,No,
9/22/2013 18:26:46,JH,"""Grizzly Adams"" and his Bears",8,3,125,"Adams and his Grizzly Bear, Ben Franklin",Nahl,n/a,drawing,,not rotate,3; 4; 5; 6,man; European American,Grizzly Adams,n/a,n/a,n/a,bear,n/a,gun,n/a,Arts--visual; Cultivation--animal husbandry; Historicizing,Cultivation--animal husbandry; Historicizing; Grizzly Adams; Bear,"This image is a drawing from ""Hittell's Life of Adams"" that depicts Grizzly Adams with his bear, Ben Franklin. Adams holds a gun in one hand and rests his other hand on the back of the bear.",n/a,No,`
9/22/2013 18:30:15,JH,The Land We Love (And Hints of Why),8,3,138,A Winter Corner at Santa Ana,Moeller,L.A. Eng. Co.,photograph,,not rotate,1; 2; 3; 4; 5; 6,man; European American,n/a,n/a,Santa Ana,n/a,flowering plant,n/a,veranda; home,flowering plant,Cultivation--horticulture; Leisure; Location Profile; Nature--climate,Cultivation--horticulture; Leisure; Location Profile; Santa Ana,This photograph depicts an older European American man sitting on a veranda behind a very large flowering plant.,n/a,No,
9/22/2013 18:32:42,JH,The Land We Love (And Hints of Why),8,3,140,"In the Sutro Baths, San Francisco",n/a,C.M. Davis Eng. Co.,photograph,,rotate,1; 2; 3; 4; 5; 6,European Americans,n/a,n/a,Sutro Baths; San Francisco,n/a,n/a,n/a,baths,n/a,Leisure; Publics--spatial; US Regionalism--West,Leisure; Publics--spatial; US Regionalism--West; San Francisco,This photograph depicts a significant number of European Americans inside the Sutro Baths in San Francisco.,n/a,No,
9/22/2013 19:31:33,JH,A Tournament of Roses,8,3,142,"The Americus Club, Pasadena Tournament of Roses. Jan. 1, 1898",Hill,C. M. Davis Eng. Co.,photograph,,rotate,1; 2; 3; 4; 5; 6,men; European American,n/a,The Americus Club,Pasadena,marching,trees; roses,n/a,musical instruments; park; ,roses; trees,Location Profile;  Cultivation--horticulture; ,Location profile; Cultivation--horticulture; Pasadena; Tournament of Roses,This photograph depicts the Americus Club of Pasadena in marching formation for the Tournament of Roses parade in Pasadena (1898).,n/a,No,
9/22/2013 18:56:42,JH,The Land We Love (And Hints of Why),8,3,141,"Lick Observatory, Mt. Hamilton. Near San Jos�",Taber,Mausard-Collier Eng. Co.,photograph,,not rotate,1; 2; 3; 4,n/a,n/a,n/a,Lick Observatory; Mt. Hamilton; San Jos�,n/a,trees; grass,n/a,observatory,trees; mountains; grass,US Regionalism--West; Arts-architecture; ,US Regionalism--West; Arts--architecture; Mt. Hamilton,This photograph depicts Lick Observatory on Mt. Hamilton near San Jos�.,n/a,No,
9/22/2013 19:00:54,JH,The Land We Love (And Hints of Why),8,3,141,Park of the Vendome Hotel. San Jos�.,Taber,Mausard-Collier Eng. Co.,photograph,,not rotate,3; 4; 5; 6,n/a,n/a,n/a,Vendome Hotel; San Jos�,n/a,trees; grass,n/a,building; park,trees; grass,Publics--spatial; Tourism--hospitality; US Regionalism--West,Publics--spatial; Tourism--hospitality; US Regionalism--West; San Jos�,This photograph depicts the park of the Vendome Hotel in San Jos�.,n/a,No,
9/22/2013 19:44:15,JH,A Parade of Roses,8,3,143,n/a,Hill,C.M. Davis Eng. Co.,photograph,,not rotate,3; 4,European Americans,n/a,n/a,Pasadena,parade; ,roses; horses,n/a,carriage; street; building,roses,Location Profile; Aesthetics; Cultivation--horticulture,Location Profile; Aesthetics; Cultivation--horticulture; Pasadena,This photograph depicts several horses pulling a carriage full of European American passengers in Pasadena for the Tournament of Roses.,n/a,No,
9/22/2013 20:49:47,JH,A Tournament of Roses,8,3,144,The May Pole,Parks,C.M. Davis Eng. Co.,photograph,,not rotate,3; 4,European Americans; women,n/a,n/a,Pasadena,parade; ,roses; trees; horses,n/a,carriage; streets,trees; mountains,Location Profile; Aesthetics,Location Profile; Aesthetics; Pasadena; Tournament of Roses,"This photograph depicts a horse-drawn carriage carrying a number of elaborately dressed European American women. The ""May Pole"" is also carried on this carriage.",n/a,No,
9/22/2013 20:57:59,JH,A Tournament of Roses,8,3,145,The Throop Polytechnic and Street Parade,Parks,C.M. Davis Eng. Co.,photograph,,not rotate,1; 2,European Americans,n/a,n/a,Pasadena,parade,trees; horses,n/a,carriage; streets,trees,Location profile; Aesthetics,Location profile; Aesthetics; Pasadena; Tournament of Roses,This photograph depicts several horse-drawn carriages in the Tournament of Roses parade in Pasadena.,n/a,No,
9/22/2013 21:04:22,JH,Pleasure Resorts of Los Angeles County,8,3,146,"A Six-in-Hand Tally-Ho Party Opposite Central Park, Los Angeles",Hill,Mausard-Collier Eng. Co.,photograph,`,rotate,1; 2; 3; 4; 5; 6,European American; women; men;,n/a,n/a,"Central Park, Los Angeles",parade,trees; horses,n/a,carriage; street,trees,Aesthetics; Location Profile; ,Aesthetics; Location Profile,This photograph depicts a large carriage drawn by six horses carrying a significant number of people near Central Park in Los Angeles.,n/a,No,
9/22/2013 21:06:50,JH,Pleasure Resorts of Los Angeles County,8,3,147,In the Arroyo Seco,J.B. McArthur,n/a,drawing,,not rotate,1; 3,n/a,n/a,n/a,Arroyo Seco; Los Angeles County,n/a,trees,n/a,n/a,trees; stream; rocks,Nature--wilderness; Publics--spatial,Nature--wilderness; Publics--spatial; Los Angeles,"This drawing depicts the arroyo seco in Los Angeles County. Trees, rocks, and a stream are included in the drawing.",n/a,No,
9/22/2013 21:08:30,JH,Pleasure Resorts of Los Angeles County,8,3,147,A Cactus Hedge,n/a,n/a,photograph,,not rotate,6,man; woman,n/a,n/a,Los Angeles County,n/a,cactus,n/a,hedge; bicycle,cactus,Nature; Publics--spatial; Leisure,Nature; Publics--spatial; Leisure; Los Angeles County,This photograph depicts a man and a woman in front of a cactus hedge in a park in Los Angeles County. The woman is pushing a bicycle.,n/a,No,
9/22/2013 21:19:06,JH,Pleasure Resorts of Los Angeles County,8,3,148,Redondo Beach and Hotel.,Hill,C. M. Davis Eng. Co.,photograph,,not rotate,1; 2,n/a,n/a,n/a,Redondo Beach; Redondo Hotel,swimming; boating,n/a,n/a,boats; hotel,beach,Tourism--hospitality; Location profile; Leisure,Tourism--hospitality; Location profile; Leisure; Redondo Beach,This photograph depicts Redondo Beach and Hotel. Numerous boats and people are on the beach.,n/a,No,
9/22/2013 21:23:21,JH,Pleasure Resorts of Los Angeles County,8,3,148,"Avalon, Catalina Island",n/a,n/a,photograph,,not rotate,3; 4,n/a,n/a,n/a,Avalon; Catalina Island,n/a,trees,n/a,boats; buildings,beach; mountains; water; island,Nature; Location Profile; ,Nature; Location Profile; Catalina Island,"This photograph depicts Avalon on Catalina Island. Boats, beaches, mountains, and buildings are all visible.",n/a,No,
9/22/2013 21:24:38,JH,Pleasure Resorts of Los Angeles County,8,3,148,At Santa Monica,Hill,Mausard-Collier Eng. Co.,photograph,,not rotate,5; 6,men; women,n/a,n/a,Santa Monica,swimming,n/a,n/a,bench,beach; water,Location Profile; Leisure,Location Profile; Leisure; Santa Monica,This photograph depicts a crowded beach in Santa Monica.,n/a,No,
9/23/2013 7:16:11,JH,Pleasure Resorts of Los Angeles County,8,3,149,"The Valley, Echo Mountain House and the Observatory from the Mt. Lowe Ry.",Maude,C.M. Davis Eng. Co.,photograph,,not rotate,3; 4,n/a,n/a,n/a,the Valley; Echo Mountain House; Mt. Lowe Ry.,n/a,trees,n/a,observatory; house; railway,valley; mountain,Location profile; Leisure; Nature,Location profile; Leisure; Nature; Mt. Lowe,This photograph depicts a view of an observatory and echo mountain house from Mt. Lowe.,n/a,No,
9/23/2013 7:20:31,JH,Pleasure Resorts of Los Angeles County,8,3,150,On Baldwin's Ranch,Hill,C.M. Davis Eng. Co.,photograph,,rotate,1; 2; 3; 4; 5; 6,European Americans; men; women,n/a,n/a,Baldwin's Ranch,n/a,trees,oar,boat; ranch; boat house,Trees; pond,Leisure; Location Profile; Nature,Leisure; Location Profile; Nature; Los Angeles,This photograph depicts two men and two women in a row boat on a pond at Baldwin's Ranch.,n/a,No,
9/23/2013 7:25:56,JH,Pleasure Resorts of Los Angeles County,8,3,151,Looking Landward at Terminal Island,n/a,n/a,photograph,,not rotate,1; 2,n/a,n/a,n/a,Terminal Island,n/a,trees,n/a,houses,beach; water; island,Nature; Location profile,Nature; Location profile,This photograph depicts the beach and water at Terminal Island.,n/a,No,
9/23/2013 7:28:21,JH,Pleasure Resorts of Los Angeles County,8,3,151,"Looking Seaward, Terminal Island",n/a,n/a,photograph,,not rotate,3; 4,European Americans,n/a,n/a,Terminal Island,swimming,horse,umbrella,carriage; pier,beach; island; water,Nature; Location profile; Leisure,Nature; Location profile; Leisure; Terminal Island,This photograph depicts numerous individuals and a horse-drawn carriage on the beach at Terminal Island.,n/a,No,
9/23/2013 7:32:43,JH,Pleasure Resorts of Los Angeles County,8,3,151,Boating at Terminal Island,n/a,n/a,photograph,,not rotate,5; 6,n/a,n/a,n/a,Terminal Island,boating,n/a,n/a,boats; docks; buildings,water,Leisure; Location profile,Leisure; Location profile; Terminal Island,This photograph depicts three individuals in a row boat in the water at Terminal Island.,n/a,No,
9/23/2013 7:34:30,JH,Pleasure Resorts of Los Angeles County,8,3,152,San Gabriel Mission.,Hill,C.M. Davis Eng. Co.,photograph,,not rotate,3; 4,n/a,n/a,n/a,San Gabriel Mission,n/a,trees,n/a,mission,trees,Religion--Christianity; Tourism; ,Religion--Christianity; Tourism; San Gabriel Mission,This photograph depicts several visitors outside the San Gabriel Mission.,n/a,No,
9/23/2013 7:36:08,JH,Pleasure Resorts of Los Angeles County,8,3,153,"Above the Clouds, Wilson's Peak",Maude,C.M. Davis Eng. Co.,photograph,,not rotate,3; 4,n/a,n/a,n/a,Wilson's Peak,n/a,trees,n/a,n/a,trees; mountains; clouds; peak,Nature--wilderness; Location profile,Nature--wilderness; Location profile; Wilson's Peak,This photograph depicts a scenic view of Wilson's Peak.,n/a,No,
9/23/2013 7:39:28,JH,Pleasure Resorts of Los Angeles County,8,3,154,In the Country,Hill,Mausard-Collier Eng. Co.,photograph,,not rotate,1; 2,European Americans,n/a,n/a,n/a,n/a,trees; horses,n/a,carriage; street,trees,Leisure; Location profile,Leisure; Location profile,This photograph depicts several individuals riding in a carriage drawn by four horses.,n/a,No,
9/23/2013 7:41:36,JH,Pleasure Resorts of Los Angeles County,8,3,154,Sierra Madre Villa. Surrounded by orange groves and mountains.,n/a,n/a,photograph,,not rotate,3; 4; 5; 6,N/A,n/a,n/a,Sierra Madre,farming,oranges; trees,oranges,groves; villa,trees; mountain,Cultivation--agriculture; Location profile,Cultivation--agriculture; Location profile; Sierra Madre,This photograph depicts orange groves near the Sierra Madre mountains.,n/a,No,
9/23/2013 7:43:11,JH,Pleasure Resorts of Los Angeles County,8,3,155,"Marengo Avenue, Pasadena",Hill,Mausard-Collier Eng. Co.,photograph,,not rotate,3; 4,n/a,n/a,n/a,"Marengo Avenue, Pasadena",n/a,trees,n/a,avenue,trees; water,Location profile; Publics--spatial,Location profile; Publics--spatial; Pasadena,This photograph depicts Marengo Avenue in Pasadena.,n/a,No,
